"A method for forming biodegradable fibers is provided. The method includes blending polylactic acid with a polyepoxide modifier to form a thermoplastic composition, extruding the thermoplastic composition through a die, and thereafter passing the extruded composition through a die to form a fiber. Without intending to be limited by theory, it is believed that the polyepoxide modifier reacts with the polylactic acid and results in branching of its polymer backbone, thereby improving its melt strength and stability during fiber spinning without significantly reducing glass transition temperature. The reaction-induced branching can also increase molecular weight, which may lead to improved fiber ductility and the ability to better dissipate energy when subjected to an elongation force. To minimize premature reaction, the polylactic acid and polyepoxide modifier are first blended together at a relatively low temperature(s).",produto
A drug delivery device for the continuous and controlled administration of      a predetermined therapeutically effective dosage of eye drug to the eye of      a mamallian patient over a prolonged period of time. The device meters the      flow of polylactic acid polymer micro-encapsulated eye drug by means of a      drug release rate controlling material comprised of an anionic polyvalent      metal cation cross-linked polyelectrolyte. The device bioerodes in the      biological environment of the patient concurrently with the dispensing or      at a point in time after the dispensing of the therapeutically desired      amount of drug.,aplicação
"A polylactic acid resin suitable for use especially in textile products; textile products obtained from the resin as a raw material (a fiber, multifilament, monofilament, staple, false-twist yarn, long-fiber nonwoven fabric, etc.); and processes for producing these textile products. The polylactic acid resin is a resin consisting mainly of a polylactic acid and is characterized in that it is linear, has an L-isomer content of 95 mol % or higher, an Sn content of 30 ppm or lower, a monomer content of 0.50 wt. % or lower, and has a relative viscosity of 2.7 to 3.9 or has a weight-average molecular weight of 120,000 to 220,000 and a number-average molecular weight of 60,000 to 110,000. Each of the textile products comprises the polylactic acid resin as the main material. The textile products each comprises a polylactic acid that is excellent in processability and excellent fiber properties. The free textile products are problems in practical use.",aplicação
"The polymerization reaction is conducted by heating a lactide, a cyclic      imide compound (e.g. succinimide, etc.) and a polymerization catalyst      (e.g. tin octylate, etc.) at 100-190.degree. C. with stirring under a      nitrogen gas flow. It is preferred that an amount of the cyclic imide      compound is from 1 to 35% by mole based on the lactide. Even if an amount      of the polymerization catalyst is small, e.g. 0.00001-0.1 mole %, based on      the lactide, polylactic acid can be efficiently prepared. It is possible      to avoid remains of the catalyst in the polymer and coloring of the      polymer.",processo de fabricação do polímero
A process for the continuous production of substantially purified lactide and lactide polymers from an ester of lactic acid including the steps of forming crude lactide in the presence of a catalyst means to form a condensation reaction by-product and polylactic acid and depolymerizing the polylactic acid molecules followed by subsequent purification of the crude lactide in a distillation system. A purified lactide is then polymerized.,processo de fabricação do polímero
"Disclosed is a thermoplastic composition comprising a mixture of from 10      to 98 weight % of a polycarbonate polymer, from 2 to 90 weight % of a      polyester polymer comprising structures derived from a diol compound      having the structure (A) HO--Z--OH, wherein Z is a C.sub.1 to C.sub.36      linear aliphatic radical, a C.sub.3 to C.sub.36 branched aliphatic or      cycloaliphatic radical, a C.sub.6 to C.sub.36 aryl radical, or a C.sub.7      to C.sub.36 alkylaryl radical, and a diacid compound having the structure      (B) HOOC--CH.sub.2CH.sub.2--COOH, from 0 to 5 weight % of a polylactic      acid polymer, wherein the sum of the polycarbonate polymer, the polyester      polymer, and the polylactic acid polymer is equal to 100 weight %. The      thermoplastic composition has improved mechanical properties.",produto
"A water and UV light degradable copolymer of monomers of lactic acid and a      modifying monomer selected from the class consisting of ethylene and      polyethylene glycols, propylene and polypropylene glycols, P-dioxanone,      1,5 dioxepan-2-one, 1,4 -oxathialan-2-one, 1,4-dioxide and mixtures      thereof. These copolymers are useful for waste disposal and agricultural      purposes. Also disclosed is a water degradable blend of polylactic acid or      modified polylactic acid and high molecular weight polyethylene oxide      wherein the high molecular weight polyethylene oxide is present in the      range of from about 2% by weight to about 50% by weight, suitable for      films. A method of applying an active material selected from the class of      seeds, seedlings, pesticides, herbicides, fertilizers and mixtures thereof      to an agricultural site is also disclosed.",aplicação
"A newly developed breast prosthesis overcomes the tightness and contracture      of the fibrous capsule which forms around the existing prostheses. This      prosthesis is constructed with an outer temporary component and an inner      permanent component. The inner component is a fluid- or gel-filled      container or sac of a flexible, non-absorbable material. The temporary      outer component is a container or cover of a material which is absorbable      under the conditions of use, and an inert filler material, preferably an      absorbable, biologically acceptable liquid, e.g. saline solution, filling      the space between the inner and outer components which is added through a      valve or tube in the outer cover either at the time of manufacture or at      the time of implantation.",aplicação
"A hybrid contact lens includes a substantially rigid center portion and a      substantially flexible skirt portion connected to the center portion. The      skirt portion is formed using xerogels compatible with diluents      comprising at least one selected from polylactic acid, polyglycolic acid,      lactide, glycolide, a polyacetal, a cyclic acetal, a polyketal, a cyclic      ketal, a polyorthoester, a cyclic orthoester, di-t-butyl-dicarbonate,      tris(trimethylsilyl)amine, and 2,2,2-trifluoroacetamide. These diluents      are formulated to function as a stand-in for water in the xerogel      polymer, allowing the xerogel to form and bond to the rigid center      portion in its fully expanded state. Upon hydration of the hybrid lens,      substantially little dimensional change, and thus substantially little      distortion, is obtained in the skirt portion.",aplicação
"Microspheres comprising polylactic acid and a water soluble physiologically      active substance and having a mean particle size of from about 0.01 .mu.m      to 300 .mu.m, which show not more than 30% of an eluted amount of said      physiologically active substance based on the content of said      physiologically active substance in the polylactic acid type microspheres      after 24 hours in in vitro elution test in phosphate buffer of pH 7.4 at      37.degree. C., and a process for preparing the same. The polylactic acid      type microspheres of this invention is advantageous in that the active      substance can be uniformly incorporated into the microspheres without loss      of the activity, can gradually release the active substance for a long      time of period of more than one week.",produto
"A film comprising a polylactic acid and polypropylene blend having a haze of from about 10% to about 95% and a gloss 45.degree. of from about 50 to about 125. A method of producing an oriented film comprising blending polypropylene and polylactic acid to form a polymeric blend, forming the polymeric blend into a film, and orienting the film. A method of producing an injection molded article comprising blending polypropylene and polylactic acid to form a polymeric blend, injecting the polymeric blend into a mold, and forming the article.",produto
"Pressing having sustained release of active compound for the oral or      parenteral administration of medicaments, which contains at least one      solid pharmaceutical active compound, polylactic acid and a homo- or      copolymer of D(-)-3-hydroxybutyric acid and processes for its production.",aplicação
"Useful surgical elements consist of a sterile synthetic copolymer      containing, by mole percent, about 15 to 85 percent glycolic acid and 85      to 15 percent lactic acid, which has enhanced tissue absorption as      compared with polylactic acid and enhanced solubility in organic solvents      as compared with polyglycolic acid and hence can be cast into sheets      during preparation and implantation. Such surgical element may be used      alone or in combination with polyglycolic acid or a coating for      polyglycolic acid surgical elements. Other comonomers may be introduced      into the system.",aplicação
"In vivo-soluble composite particles involving a particle of a polymeric      substance such as polylactic acid and the like soluble in a living body,      having coated on a surface thereof, a calcium phosphate compound having a      Ca/P ratio of about 1.0 to 2.0. The in vivo-soluble composite particles      have a highly increased adsorptivity with regard to medicaments, antigens      and others and also the in vivo-soluble composite particles can be      dissolved or decomposed in the living body without producing a remainder      in the body.",produto
"A method for producing a polylactic acid, comprising the steps of carrying      out a ring-opening polymerization of lactide to give polylactic acid,      adding a compound capable of inactivating a catalyst for ring-opening      polymerization of the lactide at the completion of the reaction, and      removing unchanged lactide from the polylactic acid product by reducing      pressure and/or allowing an inert gas to pass; and a method for forming      fiber or film directly from the polylactic acid produced by the invention.",processo de fabricação do polímero
"A biodegradable fiber that is formed from a thermoplastic composition that contains polylactic acid, a plasticizer, and a compatibilizer is provided. The compatibilizer includes a polymer that is modified with a polar compound that is compatible with the plasticizer and a non-polar component provided by the polymer backbone that is compatible with polylactic acid. Such functionalized polymers may thus stabilize each of the polymer phases and reduce plasticizer migration. By reducing the plasticizer migration, the composition may remain ductile and soft. Further, addition of the functionalized polymer may also promote improved bonding and initiate crystallization faster than conventional polylactic acid fibers. The polar compound includes an organic acid, an anhydride of an organic acid, an amide of an organic acid, or a combination thereof. Such compounds are believed to be more compatible with the generally acidic nature of the polylactic acid fibers.",produto
"A degradable polymer composition essentially consisting of a mixture of a      thermoplastic polymer composition primarily comprising polylactic acid or      lactic acid-hydroxycarboxylic acid copolymer and one or more substance      selected from starch and modified starch, and is a degradable polymer      which does not cause problems such as environmental pollution and can be      used for films, filaments and packaging materials, food packaging      materials in particular.",aplicação
"The invention provides a novel preparation process of a polycondensation      type polymer, an excellent polymer which is represented by lactic acid and      the preparation process of the polymer, a polycondensation agent used for      the preparation process, and an intermediate. Specifically, the invention      provides a preparation process of the polycondensation type polymer, for      example, polyamide, polyimide, polythioester and polyester, comprising      bonding a carboxyl group comprising compound with an active hydrogen group      comprising compound in the presence of haloiminium salt. The invention      provides excellent polylactic acid having a controlled D/L-isomer ratio in      the repeating structural units and preparation process of polylactic acid,      and further provides a haloiminium salt compound used for the preparation      process and an intermediate compound of acid chloride.",processo de fabricação do polímero
A polylactic acid fiber comprises a blend of poly-L-lactic acid and      poly-D-lactic acid and is improved by spinning and then drawing.,produto
"A composition is formed from a polymeric acid precursor, such as      polylactic acid (PLA), that is a least partially dissolved within a      polymer dispersing solvent. An emulsion may be from polymeric acid      precursor that is at least partially dissolved within a solvent and a      liquid that is substantially immiscible with the solvent. In certain      cases, the molecular weight of the polymeric acid precursor may be      reduced in forming the solution. The solution may be used in treating a      formation penetrated by a wellbore.",aplicação
"A method for producing a polylactic acid includes the steps of (a) crystallizing polylactic acid pellets obtainable by direct polymerization of lactic acid or ring-opening polymerization of lactide; and (b) removing low-molecular components having a weight-average molecular weight of 1,000 or less in the resulting crystallized, solid polylactic acid pellets by gasifying the low-molecular components to obtain polylactic acids with substantially no low-molecular components. In this method, an apparatus for removing low-molecular components in polylactic acid pellets includes a crystallizing means for maintaining a temperature between equal to or higher than a glass transition temperature of polylactic acid pellets and equal to or lower than the melting point thereof, while fluidizing the polylactic acid pellets; and a reactor for allowing a heated inert gas and/or heated air to pass through the resulting crystallized, solid polylactic acid pellets obtained by the crystallizing means.",processo de fabricação do polímero
"The present invention relates to a polylactic acid resin composition. The      composition includes about 25 to about 80 parts by weight of a polylactic      acid resin, (B) about 20 to about 75 parts by weight of a polycarbonate      resin, and (C) about 0.01 to about 5 parts by weight of a chain extender      including an amine group, based on about 100 parts by weight of (A)+(B).      The polylactic acid resin composition of the present invention is      environmentally-friendly and has excellent hydrolysis resistance and      simultaneously improved mechanical strength and heat resistance, and      accordingly can be used for manufacturing various molded products      requiring heat resistance and mechanical strength, for example vehicles,      machine parts, electronic parts, office machines, miscellaneous goods,      and the like.",aplicação
"A bioabsorbable, ternary block copolymer consisting essentially of (A)      polylactic acid segment, (B) poly(.epsilon.-caprolactone) segment and (C)      polyglycolic acid segment, preparation process of the block copolymer, and      medical molded articles prepared from said block copolymer. The      bioabsorbable block copolymer is excellent in mechanical strength and      flexibility and has moderate hydrolyzability and is especially utilized      for a surgical monofilament suture.",aplicação
"A composition comprising polylactic acid and 0.05 to 5 parts by weight of      silicone oil per 100 parts by weight polylactic acid, having improved      mechanical properties.",produto
Polylactic acid microspheres having an average particle diameter of about      0.1 to 10 .mu.m which are produced from solution containing a      physiologically active substance by the solvent-evaporation drying      process. The microspheres are produced by emulsifying the solution in a      non-solvent by the aid of ultrasonic wave. The microspheres produce a      sustained release effect of the physiologically active substance.,aplicação
"A process for producing polylactic acid includes the steps of      polycondensing lactic acid to a lactic acid prepolymer having a      weight-average molecular weight of 10,000-50,000 in a batch-type      polymerization reactor, and polycondensing the lactic acid prepolymer to      lactic acid polymer having a weight-average molecular weight of at least      100,000 by means of a screw-type extruder.",processo de fabricação do polímero
"The present invention discloses a heat adhesive biodegradable bicomponent      fiber comprising a polylactic-acid-based low melting component and a high      melting component, wherein the low melting component constitutes the      sheath of the fiber, and the high melting component constitutes the core      of the fiber. The material of the low melting component comprises      unmodified polylactic acid or a blending with unmodified polylactic acid      and modified polylactic acid. The modified polylactic acid is modified by      blending unsaturated dicarboxylic acid, unsaturated anhydride or their      derivatives with polylactic acid. The bicomponent fiber provided in this      invention is biodegradable, environmentally benign and with excellent      bonding performance to polylactic acid fibers, chemical fibers and      cellulose fibers.",produto
"The invention provides a surgical suture comprising a suture body and a      coating layer comprising ingredients A, B and C: <ingredient A> at least one higher fatty acid salt; <ingredient B> at least one film-forming polymer selected from the group      consisting of polycaprolactone, caprolactone-lactic acid copolymer,      caprolactone-glycolic acid copolymer, polylactic acid and lactic      acid-glycolic acid copolymer; and <ingredient C> at least one sucrose fatty acid ester; and method for      preparation thereof.",aplicação
"A biodegradable implant for placement in nonunion bone fractures as a      substitute for bone graft material is provided which is a flat plate or      disk having a thickness of between about 1 mm and about 15% of the length      of the bone, interconnected micropores, and canals substantially      equivalent in size and spacing to naturally-occurring Haversian canals.      The implant may additionally comprise additives such as growth factors,      including bone morphogenic protein. In a preferred embodiment the implant      is formed from a biodegradable polymer such as a polylactic      acid-polyglycolic acid copolymer by a gel casting technique followed by      solvent extraction to precipitate the implant as a microporous solid.",aplicação
"A solution for forming a marker or filler mass for an intracorporeal      site. The solution contains a polar, water soluble non-aqueous solvent      such as dimethyl sulfoxide and a bioabsorbable, essentially water      insoluble polymer such as polylactic acid, or copolymers of lactic acid      and glycolic acid. The solution may be delivered to the biopsy site by a      suitable syringe and delivery tube. The delivery tube is preferably      provided with a releasable radiopaque element on the distal tip which can      be released within the polymeric marker mass formed in the biopsy cavity.",aplicação
"Device and method for treating mammalian bone deficiencies, defects, voids      and conformational discontinuities produced by congenital deformities,      osseous and/or soft tissue pathology, traumatic injuries and functional      atrophy is described. The device is a one piece molded body member      composed of four substances, each of which contributes to the device, a      specific requirement (or requirements) for osteogenesis and/or      osteoneogenesis. Taken as a whole, the functions of these device      constituents are integrated into a single body member which, when      implanted into a bone defect, has the capacity to restore functional      architecture and mechanical integrity, initiate osteoinduction and      osteogenesis, and maintain the biological processes of bone formation and      remodeling while the host organism is simultaneously biodegrading the body      member.",aplicação
"Processes are described for recovering lactic acid from impure lactide and the residue produced in the depolymerization of polylactic acid to lactide. Lactic acid is recovered from the impure lactide by a dual solvent extraction process and, from the polylactic acid residue by hydrolysis. The lactic acid recovered from the impure lactide and the depolymerization residue is recycled to provide for a high yield lactide process.",processo de fabricação do polímero
"Presented are a controlled-release pharmaceutical preparation for      intra-ocular implant to be applied to the interior of the eye after a      surgical operation for disorders in retina/vitreous body or for glaucoma,      which is produced by homogeneously dispersing an anti-inflammatory agent      or a cell proliferation antagonist in certain polylactic acid and forming      it into a particular shape; and a method for the prevention of the      recurrence of said disorders or glaucoma after a surgical operation      therefor.",aplicação
"A luminal stent inserted and fixed in a vessel, such as a blood vessel, so      as to maintain the shape of the vessel, and a device for inserting and      fixing the luminal stent, are disclosed. The luminal stent is formed of a      yarn of bioabsorbable polymer fibers, which yarn is shaped in a non-woven      non-knitted state in, for example, a meandering state, around the      peripheral surface of an imaginary tubular member. The bioabsorbable      polymer includes polylactic acid, polyglycol acid, polyglactin,      polydioxanone, polyglyconate, polyglycol acid and a polylactic      acid-.epsilon.-caprolactone copolymer. The device for inserting and fixing      the luminal stent consists in a catheter having a balloon-forming portion      in the vicinity of a distal end thereof and the luminal stent fitted on      the balloon-forming portion and affixed to the balloon-forming portion by      a bio-compatible material, such as an in vivo decomposable polymer",aplicação
"A biodegradable packaging film is provided. The film is formed from a blend that contains a thermoplastic starch and polylactic acid. Starch is a relatively inexpensive natural polymer that is also renewable and biodegradable. Polylactic acid is likewise an inexpensive synthetic polymer that is biodegradable and renewable, yet also capable of providing increased tensile strength to the film. Although providing a good combination of biodegradability/renewability and increased tensile strength, the polylactic acid is also relatively rigid and can result in films having a relatively high stiffness (e.g., high modulus of elasticity) and low ductility.",produto
"A degradable polymer network obtained by adding from 0.2 to 10 parts by      weight of a foaming agent to 100 parts by weight of a polylactic acid-base      resin composition comprising from 80 to 100% by weight of polylactic acid      or a lactic acid-hydroxycarboxylic acid copolymer and from 0 to 20% by      weight of a plasticizer, conducting melt-foaming extrusion of resulting      mixture, and opening the foam cells in the extrudate. The high polymer      network is characterized in suitable flexibility and hydrolyzability and      thus useful as a material for absorbing oils and body fluids, screens for      sunlight, heat-insulating materials, filter media and packaging materials;      and does not accumulate as industrial wastes because of hydrolyzability in      the natural environment, even though abandoned after use.",produto
"The polylactic acid-based resin composition includes (a) (i) 100 parts by      weight of a poly-L-lactic acid; or (ii) 100 parts by weight of a      poly-DL-lactic acid comprising L-lactic acid and D-lactic acid as its      constituting units; and (b) 5 to 120 parts by weight of at least one of      low-molecular lactic acid derivatives. The molded product is produced by      the steps of 1) melt-kneading (a) one of the above components (i) or (ii)      and the component (b); and 2) subjecting the melt-kneaded product obtained      in step 1) to an injection molding, to give a desired molded product.",produto
"A process for the continuous production of polylactide polymers from lactic acid which incorporates removal of water or a solvent carrier to concentrate the lactic acid feed followed by polymerization to a low-molecular-weight prepolymer. This prepolymer is fed to a reactor in which a catalyst is added to facilitate generation of lactide, the depolymerization product of polylactic acid. The lactide generated is continuously fed to a distillation system as a liquid or vapor wherein water and other impurities are removed. The resultant purified liquid lactide is fed directly to a polymerization process.",processo de fabricação do polímero
"A device for closing wounds such as openings in blood vessels as well as      a method of doing so are disclosed. The device employs a fabric wrapped      around an expandable frame both of which are inserted into a blood vessel      through an introducer sheath. Once inserted, the expandable frame expands      thereby expanding the fabric therewith. The fabric is made from a      bioabsorbable material and includes a plurality of microhooks extending      therefrom. One suitable material is polylactic acid fiber. Upon      retraction of the device, the microhooks engage the adventitia      surrounding the blood vessel causing the fabric to remain in position      sealing the opening even after the expandable member is retracted and      removed as well as the introducer sheath As the fabric is made from a      bioabsorbable material, the device can remain in place even after      hemostasis is reached and eventually dissolve within the body.",aplicação
"A multi-component article comprising a first component comprising a biodegradable polymer, and a second component comprising a polyolefin and a reactive modifier. A method of preparing a multi-layer film comprising coextruding first and second film layers, wherein the first layer comprises a polylactic acid and the second layer comprises a polyolefin and an epoxy-functionalized polyolefin. A method of preparing a multi-component fiber comprising coextruding a core component and a sheath component, wherein the core component comprises a polyolefin and an epoxy-functionalized polyolefin and the sheath component comprises a polylactic acid.",produto
"A molded part that is formed from a thermoplastic composition that contains a polylactic acid, propylene/.alpha.-olefin copolymer, and a polyolefin compatibilizer is provided. The propylene/.alpha.-olefin copolymer can be dispersed as discrete physical domains within a continuous matrix of the polylactic acid. Without intending to be limited by theory, it is believed that the discrete domains can help resist the expansion of the composition during a molding operation, which minimizes the degree of expansion experienced by the composition during molding in comparison to conventional polylactic acid compositions.",produto
"A sustained release microsphere preparation which is produced by including a hydrophobic antipsychotic drug such as bromperidol, haloperidol or the like into a base composed of a high molecular weight polymer having in vivo histocompatibility such as polylactic acid, poly(lactic-co-glycolic)acid or the like, and a process for the production thereof.",produto
"Methods and artificial matrices for the growth and implantation of      urological structures and surfaces are disclosed in which urothelial cells      are grown in culture on biodegradable, biocompatible, fibrous matrices      formed of polymers, such as polyglycolic acid, polylactic acid, or other      polymers which degrade over time. The cells can be cultured in vitro until      an adequate cell volume and density has developed for the cells to survive      and proliferate in vivo. Alternatively, when adequate cell numbers for      implantation are available, the cells can be attached to the matrix and      implanted directly, without proliferation in vitro. The implants      approximate the desired urological structure to be replaced or repaired,      such as the kidney, urether, bladder, urethra, and the like.",aplicação
"A method for recovering lactide from a high-molecular weight polylactic      acid, comprising the steps of: (a) heat-treating a high-molecular weight      polylactic acid to a temperature equal to or higher than a melting point      of the polylactic acid to be treated in the presence of a catalyst      comprising one or more metals selected from elements of Group IA, Group      IVA, Group IVB, and Group VA of the Periodic Table, or compounds thereof;      and (b) reducing a pressure to equal to or less than a vapor pressure of      lactide at said temperature, to thereby distill and recover the produced      lactide.",processo de fabricação do polímero
"The present invention provides polylactic compositions effecting an      excellent mold releasability upon processing and significantly improved      elongation at break and impact strength without affecting the      transparency. Also provided is a shrink film which decomposes under the      natural environment and has excellent transparency, flexibility,      shrinkability and mold releasability upon processing by applying the      polylactic acid composition to a shrink film. There is provided a      biodegradable polymer composition comprising 100 parts by weight of      polylactic acid and 5 to 70 parts by weight of EVA.",produto
"An article is provided that includes a blend. The blend includes from at      least 5.0% to at most 20.0% by weight of polylactic acid (PLA), based on      the total weight of the blend; at least 5.0% to at most 92.0% by weight      of polypropylene (PP) or of a mixture of polypropylene (PP) and      polyethylene (PE), based on the total weight of the blend; from 0.0% to      at most 40.0% by weight of an inorganic filler, based on the total weight      of the blend; at least 0.1% to at most 10.0% by weight of a      compatibilizer, based on the total weight of the blend; and at least 0.1%      to at most 40.0% by weight of an elastomer, based on the total weight of      the blend. The elastomer is ethylene octene rubber or ethylene butene      monomer rubber. The article is at least partially coated with at least      one coating.",produto
"A process comprises depolymerizing, with 1,4-butane diol, a first polymer      comprising a polyethylene terephthalate component in the presence of at      least one second polymer selected from the group consisting of polyvinyl      chlorides, polyvinylidene chlorides, polyamides, polylactic acid, and      combinations thereof to produce a molten mixture; and polymerizing the      molten mixture under conditions sufficient to form a modified      polybutylene terephthalate copolymer. The modified PBT comprises (a) at      least one polyethylene terephthalate component residue, and (b) a member      selected from the group consisting of (i) the at least one second polymer      selected from the group consisting of polyvinyl chlorides, polyvinylidene      chlorides, polyamides, polylactic acid, and combinations thereof; (ii)      the at least one residue derived from the second polymer; and (iii)      combinations thereof.",processo de fabricação do polímero
"Polymeric compositions and processes of forming the same are discussed      herein. The processes generally include contacting a polylactic acid with      a reactive modifier selected from epoxy-functionalized polybutadiene,      ionic monomer, and combinations thereof.",produto
"Articles which can be degraded and disappear in the natural environment are      a degradable adhesive film which can be used for surface protection or      indication after printing on the film surface and has an adhesive layer on      one side of a substrate film obtained from a lactic acid base polymer such      as polylactic acid and a lactic acid/hydroxycarboxylic acid copolymer      having a molecular weight of 30,000-500,000, and a degradable resin      composition which is excellent in weatherability and comprises 100 parts      by weight of a lactic acid base polymer and 0.001-5 parts by weight of one      or more additives selected from ultraviolet absorbers and light      stabilizers.",aplicação
